"timestamp","session_id","action","version","payload"
"2033-09-12 05:53:58","b1d68c86-8a0c-4788-bb1f-ab9da5035404","page_hit","1","{ ""user-agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"", ""locale"":""en-US"", ""location"":""IL"", ""referrer"":""https://www.google.com"", ""pathname"":""/blog-posts/tips-5-adding-and-subtracting-intervals"", ""href"":""https://www.tinybird.co/blog-posts/tips-5-adding-and-subtracting-intervals""}"
"2033-09-12 05:53:58","3a62ad59-1478-4810-a05a-c6bfb0a3cee7","page_hit","1","{ ""user-agent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"", ""locale"":""es-ES"", ""location"":""ES"", ""referrer"":""https://www.twitter.com"", ""pathname"":""/"", ""href"":""https://www.tinybird.co""}"
"2033-09-12 05:53:58","612d31ac-41b0-47c2-bf09-468cd01a5e40","page_hit","1","{ ""user-agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36"", ""locale"":""en-US"", ""location"":""US"", ""referrer"":""https://www.tinybird.co/why-tinybird"", ""pathname"":""/pricing"", ""href"":""https://www.tinybird.co/pricing""}"
"2033-09-12 05:53:58","acb0a8f7-9d10-425b-8459-6c32425c2c31","page_hit","1","{ ""user-agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"", ""locale"":""en-US"", ""location"":""CH"", ""referrer"":""https://www.qq.ch"", ""pathname"":""guides"", ""href"":""https://www.tinybird.co/guides""}"
"2033-09-12 05:53:58","7c474c9b-8904-4c15-ad79-26ee982ccbea","page_hit","1","{ ""user-agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:103.0) Gecko/20100101 Firefox/103.0"", ""locale"":""en-GB"", ""location"":""ES"", ""referrer"":"""", ""pathname"":""/"", ""href"":""https://www.tinybird.co""}"
"2033-09-12 05:53:58","54dd1d7b-a79d-4d03-bd78-2a1a5abee7ec","page_hit","1","{ ""user-agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"", ""locale"":""en-US"", ""location"":""GB"", ""referrer"":""https://www.facebook.com"", ""pathname"":""/"", ""href"":""https://www.tinybird.co""}"
"2033-09-12 05:53:58","c05b52ba-2142-430c-bb75-55876c733e9a","page_hit","1","{ ""user-agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36"", ""locale"":""en-US"", ""location"":""US"", ""referrer"":""https://www.google.com"", ""pathname"":""/product"", ""href"":""https://www.tinybird.co/product""}"
"2033-09-12 05:53:58","e0fa02f8-bc81-4bc0-a552-ea78e8dba2b4","page_hit","1","{ ""user-agent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"", ""locale"":""es-ES"", ""location"":""ES"", ""referrer"":""https://www.twitter.com"", ""pathname"":""/"", ""href"":""https://www.tinybird.co""}"
"2033-09-12 05:53:58","b38bbab1-7cac-474f-ac7d-12ddd6b81a9d","page_hit","1","{ ""user-agent"":""Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/104.0.5112.79 Safari/537.36"", ""locale"":""en-US"", ocation"":""IT"", ""referrer"":""https://www.hn.com"", ""pathname"":""/guide/fine-tuning-csvs-for-fast-ingestion"", ""href"":""https://www.tinybird.co/guide/fine-tuning-csvs-for-fast-ingestion""}"
"2033-09-12 05:53:58","14c899c7-40cb-4b4d-bdfc-08a434c9643c","page_hit","1","{ ""user-agent"":""Mozilla/5.0 (Linux; Android 13; SM-A102U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.5249.118 Mobile Safari/537.36"", ""locale"":""en-US"", ""location"":""FR"", ""referrer"":""https://www.github.com"", ""pathname"":""/pricing"", ""href"":""https://www.tinybird.co/pricing""}"
"2033-09-12 05:53:59","f62fb515-ad6b-41d2-a557-842759740be9","page_hit","1","{ ""user-agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"", ""locale"":""en-US"", ""location"":""IL"", ""referrer"":""https://www.google.com"", ""pathname"":""/blog-posts/tips-5-adding-and-subtracting-intervals"", ""href"":""https://www.tinybird.co/blog-posts/tips-5-adding-and-subtracting-intervals""}"
